smsa66,smsa76,nearc2,nearc4,nearc4a,nearc4b,ed76,ed66,age76,daded,nodaded,momed,nomomed,momdad14,sinmom14,step14,south66,south76,lwage76,famed,black,enroll76,kww,iqscore,mar76,libcrd14,exp76
yes,yes,yes,yes,yes,no,7,7,28,8.0,no,9.0,no,yes,no,no,no,no,6.39693,8,no,no,30.0,,yes,no,15
yes,yes,yes,no,no,no,5,5,27,9.94,yes,10.0,yes,no,no,no,yes,yes,5.652489,9,yes,no,,,6,no,16
yes,yes,yes,yes,yes,no,14,12,32,10.0,no,8.0,no,yes,no,no,yes,yes,6.775366,8,no,no,52.0,125.0,yes,yes,12
no,yes,no,yes,yes,no,17,13,28,17.0,no,12.0,no,yes,no,no,no,no,6.285998,2,no,yes,43.0,135.0,4,yes,5
yes,yes,yes,yes,no,yes,14,12,30,12.0,no,14.0,no,no,yes,no,yes,yes,6.896694,2,no,no,38.0,,yes,no,10
no,no,no,yes,no,yes,12,11,29,6.0,no,8.0,no,yes,no,no,yes,yes,5.257495,8,no,no,33.0,95.0,yes,no,11
no,yes,no,no,no,no,13,12,28,0.0,no,7.0,no,yes,no,no,yes,no,6.558198,8,yes,no,26.0,,yes,no,9
no,yes,no,no,no,no,10,7,24,1.0,no,4.0,no,yes,no,no,yes,yes,5.298317,8,yes,no,14.0,,,no,8
yes,yes,yes,yes,yes,no,14,8,24,12.0,no,12.0,no,yes,no,no,yes,yes,5.991465,3,yes,no,27.0,,6,yes,4
yes,yes,yes,no,no,no,18,14,29,12.0,no,12.0,no,yes,no,no,no,no,6.632002000000001,3,no,no,39.0,111.0,yes,no,5
no,yes,no,no,no,no,13,13,28,9.94,yes,10.0,yes,yes,no,no,yes,yes,6.357842,9,no,no,25.0,83.0,yes,yes,9
yes,yes,no,yes,yes,no,10,10,32,12.0,no,12.0,no,yes,no,no,yes,yes,5.616771,3,yes,no,23.0,79.0,yes,no,16
no,no,no,no,no,no,16,12,28,9.0,no,12.0,no,yes,no,no,yes,yes,6.54103,6,no,no,41.0,114.0,yes,yes,6
yes,yes,yes,yes,yes,no,12,10,26,12.0,no,12.0,no,yes,no,no,no,no,6.109248,3,no,no,36.0,102.0,yes,yes,8
yes,yes,no,yes,yes,no,16,15,34,14.0,no,12.0,no,yes,no,no,no,no,6.827628999999999,2,no,no,56.0,,yes,yes,12
no,no,no,no,no,no,12,10,25,8.0,no,11.0,no,yes,no,no,no,no,6.437752,8,no,no,22.0,,yes,no,7
yes,yes,no,yes,yes,no,18,12,29,16.0,no,16.0,no,yes,no,no,no,no,5.926926,1,no,no,41.0,125.0,6,yes,5
yes,yes,no,no,no,no,12,10,25,10.0,no,12.0,no,yes,no,no,yes,yes,6.620073,6,no,no,31.0,108.0,yes,no,7
no,yes,no,yes,yes,no,16,14,29,8.0,no,12.0,no,yes,no,no,no,no,6.645091000000001,6,no,no,37.0,113.0,yes,no,7
no,no,yes,no,no,no,12,9,26,10.0,no,12.0,no,yes,no,no,no,no,6.342122,6,no,no,22.0,105.0,yes,yes,8
no,yes,no,yes,yes,no,14,9,25,14.0,no,12.0,no,yes,no,no,yes,yes,6.3315019999999995,2,no,no,31.0,122.0,yes,yes,5
yes,yes,no,yes,yes,no,13,10,26,10.0,no,10.0,no,yes,no,no,no,no,6.706861999999999,7,yes,yes,26.0,79.0,yes,yes,7
yes,yes,no,yes,yes,no,11,8,26,12.0,no,6.0,no,yes,no,no,yes,yes,5.991465,5,yes,no,22.0,,yes,no,9
yes,yes,yes,yes,yes,no,14,14,31,12.0,no,12.0,no,yes,no,no,no,no,6.5117449999999995,3,no,no,44.0,111.0,yes,no,11
yes,yes,no,no,no,no,13,11,26,12.0,no,12.0,no,yes,no,no,yes,yes,6.613384,3,no,no,28.0,97.0,yes,yes,7
no,yes,no,yes,yes,no,12,8,25,9.94,yes,10.25,yes,no,no,no,yes,yes,5.8861040000000004,9,yes,no,10.0,,6,no,7
yes,no,no,no,no,no,18,17,33,18.0,no,18.0,no,yes,no,no,yes,yes,7.030858,1,yes,no,43.0,71.0,4,yes,9
yes,yes,yes,yes,no,yes,9,9,28,11.0,no,12.0,no,yes,no,no,no,no,5.416101,6,no,no,29.0,84.0,yes,no,13
yes,yes,yes,yes,no,yes,12,12,28,12.0,no,12.0,no,yes,no,no,no,no,6.669498,3,no,no,37.0,97.0,yes,yes,10
yes,yes,no,no,no,no,17,11,26,12.0,no,2.0,no,yes,no,no,yes,yes,5.9107970000000005,5,no,yes,37.0,112.0,5,yes,3
yes,yes,yes,yes,yes,no,14,11,25,7.0,no,12.0,no,yes,no,no,no,no,6.033086,6,yes,no,31.0,92.0,6,yes,5
no,no,no,no,no,no,12,12,32,8.0,no,8.0,no,yes,no,no,no,no,6.317165,8,no,no,34.0,100.0,yes,no,14
yes,yes,yes,yes,no,yes,12,12,28,9.94,yes,11.0,yes,no,no,no,no,no,6.5366919999999995,9,yes,yes,32.0,89.0,yes,no,10
no,yes,yes,no,no,no,15,10,26,12.0,no,15.0,no,yes,no,no,no,no,6.0567839999999995,2,no,no,31.0,109.0,yes,yes,5
yes,no,no,yes,yes,no,11,11,33,9.94,yes,10.0,yes,yes,no,no,yes,yes,6.175867,9,no,no,29.0,80.0,yes,no,16
no,no,no,yes,yes,no,16,14,30,6.0,no,12.0,no,yes,no,no,no,no,6.633317999999999,6,no,no,37.0,110.0,yes,yes,8
yes,yes,no,no,no,no,13,11,26,12.0,no,12.0,no,yes,no,no,no,no,6.476973,3,no,yes,52.0,109.0,yes,yes,7
yes,yes,no,yes,yes,no,18,15,32,6.0,no,12.0,no,yes,no,no,yes,yes,7.051856,6,no,no,45.0,106.0,6,yes,8
yes,yes,yes,yes,yes,no,17,11,27,16.0,no,12.0,no,yes,no,no,yes,yes,6.586172,2,no,no,40.0,103.0,5,no,4
yes,yes,no,yes,no,yes,13,7,24,13.0,no,11.0,no,yes,no,no,yes,yes,6.421622,5,no,no,25.0,,yes,no,5
no,yes,no,no,no,no,12,10,26,0.0,no,7.0,no,yes,no,no,yes,no,5.7037830000000005,8,yes,no,30.0,,yes,yes,8
yes,no,yes,yes,no,yes,18,17,34,12.0,no,17.0,no,yes,no,no,yes,yes,6.527958,2,no,no,44.0,101.0,yes,yes,10
no,no,no,no,no,no,13,9,24,12.0,no,12.0,no,yes,no,no,no,no,5.874931,3,no,no,30.0,114.0,yes,yes,5
no,no,no,yes,yes,no,13,9,24,12.0,no,12.0,no,no,no,yes,no,no,5.991465,3,no,no,26.0,115.0,6,yes,5
no,no,no,yes,no,yes,15,9,25,9.94,yes,11.0,yes,no,no,yes,no,no,5.379897,9,no,no,24.0,94.0,yes,yes,4
yes,yes,yes,yes,yes,no,11,11,29,10.0,no,10.0,no,yes,no,no,no,no,6.639875999999999,7,no,no,23.0,80.0,yes,no,12
yes,yes,yes,yes,no,yes,15,12,28,9.94,yes,12.0,yes,no,yes,no,no,no,6.461468,4,no,no,29.0,103.0,yes,no,7
no,yes,no,no,no,no,16,8,24,10.0,no,12.0,no,no,no,yes,no,no,6.131227,6,no,no,25.0,110.0,6,yes,2
no,yes,yes,no,no,no,16,10,25,13.0,no,10.25,no,yes,no,no,yes,no,6.59578,5,yes,no,40.0,102.0,yes,no,3
no,no,no,no,no,no,10,8,24,2.0,no,8.0,no,yes,no,no,yes,yes,5.70711,8,no,no,22.0,,yes,yes,8
yes,yes,no,yes,no,yes,16,9,24,12.0,no,12.0,no,yes,no,no,no,no,6.357842,3,no,no,29.0,113.0,6,yes,2
yes,yes,no,yes,yes,no,16,13,32,13.0,no,16.0,no,yes,no,no,no,no,7.273787,1,no,no,26.0,,yes,yes,10
yes,yes,yes,yes,yes,no,12,10,25,11.0,no,11.0,no,yes,no,no,no,no,6.276643,7,no,no,39.0,101.0,yes,yes,7
yes,yes,no,yes,yes,no,15,9,24,9.94,yes,10.0,yes,no,yes,no,no,no,6.463029,9,no,no,23.0,124.0,yes,yes,3
yes,yes,yes,yes,yes,no,17,11,27,18.0,no,16.0,no,yes,no,no,no,yes,5.991465,1,no,yes,37.0,126.0,5,yes,4
yes,yes,yes,yes,yes,no,16,9,24,12.0,no,8.0,no,yes,no,no,yes,yes,6.39693,5,no,no,40.0,119.0,6,yes,2
yes,yes,no,no,no,no,12,12,28,9.94,yes,10.0,yes,yes,no,no,no,no,6.4583379999999995,9,no,no,36.0,103.0,yes,yes,10
no,yes,no,no,no,no,17,14,29,3.0,no,5.0,no,yes,no,no,no,no,5.872118,8,no,yes,46.0,116.0,yes,yes,6
no,no,no,yes,yes,no,12,12,29,8.0,no,12.0,no,yes,no,no,yes,yes,6.742881,6,no,no,28.0,83.0,yes,yes,11
no,no,no,no,no,no,12,9,24,12.0,no,8.0,no,yes,no,no,no,no,6.214608,5,no,no,32.0,,yes,no,6
yes,yes,yes,yes,no,yes,16,14,31,11.0,no,8.0,no,yes,no,no,yes,yes,6.040255,8,no,no,37.0,,5,no,9
no,no,no,no,no,no,12,10,27,12.0,no,6.0,no,yes,no,no,no,no,6.357842,5,no,no,33.0,113.0,yes,yes,9
no,no,no,yes,yes,no,12,12,29,9.94,yes,10.25,yes,yes,no,no,no,no,6.261492,9,no,yes,32.0,90.0,yes,yes,11
no,no,no,yes,yes,no,12,12,31,9.94,yes,10.25,yes,no,no,no,yes,yes,5.846439,9,yes,no,27.0,,5,no,13
no,no,no,yes,yes,no,12,12,28,9.94,yes,8.0,yes,no,yes,no,yes,yes,5.641907,9,yes,no,33.0,,yes,no,10
no,yes,yes,no,no,no,17,14,34,13.0,no,12.0,no,yes,no,no,yes,yes,6.705639,2,no,no,42.0,116.0,yes,yes,11
yes,yes,yes,yes,yes,no,12,12,29,9.94,yes,6.0,yes,no,yes,no,no,no,5.840641000000001,9,yes,no,31.0,96.0,yes,no,11
no,no,yes,no,no,no,10,10,34,9.94,yes,8.0,yes,yes,no,no,yes,yes,5.298317,9,yes,no,22.0,,yes,no,18
yes,yes,yes,yes,yes,no,12,11,26,12.0,no,12.0,no,yes,no,no,no,no,6.5117449999999995,3,no,no,40.0,98.0,yes,yes,8
no,no,no,yes,yes,no,18,17,33,12.0,no,12.0,no,yes,no,no,no,no,6.403574,3,no,no,38.0,119.0,yes,no,9
yes,yes,no,yes,yes,no,14,10,27,12.0,no,12.0,no,yes,no,no,no,no,6.240276000000001,3,no,no,29.0,78.0,yes,yes,7
no,no,yes,no,no,no,6,5,34,9.94,yes,10.25,yes,yes,no,no,yes,yes,5.758902,9,yes,no,30.0,,yes,no,22
yes,yes,no,yes,yes,no,12,12,29,12.0,no,12.0,no,yes,no,no,no,yes,5.991465,3,no,no,35.0,96.0,4,yes,11
yes,yes,no,yes,yes,no,12,11,28,9.94,yes,6.0,yes,yes,no,no,no,no,6.869014,9,yes,no,31.0,80.0,4,yes,10
no,no,no,no,no,no,18,10,25,10.0,no,13.0,no,no,no,yes,no,no,6.194406,6,no,no,32.0,99.0,6,yes,1
no,yes,no,yes,no,yes,17,12,28,9.94,yes,12.0,yes,no,yes,no,yes,no,6.553934,4,yes,yes,41.0,,yes,yes,5
no,yes,no,no,no,no,14,9,24,11.0,no,10.0,no,yes,no,no,yes,yes,5.934894,7,no,no,25.0,,yes,no,4
yes,yes,no,no,no,no,13,9,24,12.0,no,10.0,no,yes,no,no,yes,yes,6.259582,5,no,no,35.0,120.0,4,yes,5
no,yes,no,yes,yes,no,13,8,28,9.94,yes,10.25,yes,no,no,no,yes,no,6.865891,9,yes,no,29.0,,yes,no,9
no,yes,no,yes,yes,no,18,13,29,12.0,no,12.0,no,yes,no,no,no,no,6.903747,3,no,no,41.0,131.0,yes,yes,5
yes,yes,yes,yes,yes,no,13,10,26,10.0,no,11.0,no,yes,no,no,no,no,5.666427,7,no,yes,28.0,86.0,6,yes,7
no,no,no,no,no,no,7,7,31,2.0,no,5.0,no,yes,no,no,yes,yes,6.045005000000001,8,yes,no,27.0,,yes,yes,18
yes,yes,no,yes,no,yes,12,8,25,7.0,no,12.0,no,no,no,yes,yes,yes,6.104793,6,no,yes,32.0,,yes,yes,7
no,yes,no,yes,no,yes,12,10,26,9.94,yes,6.0,yes,no,yes,no,yes,yes,6.309918,9,yes,yes,24.0,85.0,yes,yes,8
no,yes,no,yes,no,yes,16,15,32,10.0,no,12.0,no,yes,no,no,no,no,6.705639,6,no,no,51.0,108.0,yes,yes,10
yes,yes,yes,yes,yes,no,15,10,26,12.0,no,12.0,no,yes,no,no,yes,yes,5.416101,3,yes,no,29.0,83.0,yes,no,5
no,no,no,yes,no,yes,12,12,32,8.0,no,8.0,no,yes,no,no,yes,yes,5.755742,8,no,no,32.0,,yes,no,14
yes,yes,no,yes,yes,no,12,12,34,3.0,no,10.25,no,yes,no,no,yes,yes,6.907755,9,no,no,48.0,95.0,yes,yes,16
yes,yes,no,yes,yes,no,12,8,24,9.0,no,12.0,no,yes,no,no,no,no,6.39693,6,no,no,25.0,,yes,yes,6
yes,yes,yes,yes,yes,no,11,11,33,8.0,no,8.0,no,yes,no,no,no,no,6.542472,8,no,no,36.0,93.0,6,yes,16
no,no,yes,no,no,no,8,7,24,4.0,no,8.0,no,yes,no,no,yes,yes,5.616771,8,yes,no,10.0,,yes,no,10
no,yes,yes,no,no,no,12,12,31,9.94,yes,12.0,yes,yes,no,no,yes,no,6.559614999999999,4,no,no,45.0,,yes,yes,13
no,yes,no,yes,no,yes,9,6,24,0.0,no,7.0,no,yes,no,no,yes,yes,5.762052,8,yes,no,10.0,,5,no,9
yes,yes,no,yes,no,yes,12,12,34,9.94,yes,8.0,yes,no,yes,no,no,no,6.869014,9,no,no,47.0,,yes,yes,16
no,no,no,yes,no,yes,14,10,26,12.0,no,14.0,no,no,no,yes,yes,yes,5.7462029999999995,2,no,no,49.0,112.0,yes,yes,6
yes,yes,no,yes,yes,no,8,8,33,6.0,no,4.0,no,yes,no,no,yes,yes,6.6846119999999996,8,no,no,30.0,,yes,no,19
no,no,no,yes,yes,no,12,8,25,10.0,no,12.0,no,yes,no,no,no,no,6.349139,6,no,no,39.0,,yes,yes,7
yes,yes,yes,yes,yes,no,12,10,25,11.0,no,14.0,no,yes,no,no,no,no,6.6214059999999995,6,no,no,33.0,104.0,yes,yes,7
no,yes,no,no,no,no,13,12,27,18.0,no,8.0,no,yes,no,no,yes,yes,6.040255,5,no,no,41.0,104.0,yes,yes,8
no,yes,no,yes,no,yes,12,12,28,9.94,yes,10.25,yes,no,no,no,yes,yes,6.336826,9,yes,no,20.0,,6,no,10
no,yes,no,no,no,no,14,10,25,18.0,no,8.0,no,yes,no,no,yes,yes,5.298317,5,no,yes,43.0,106.0,6,yes,5
no,no,no,yes,yes,no,14,9,25,16.0,no,16.0,no,yes,no,no,yes,yes,6.269096,1,no,no,32.0,102.0,yes,yes,5
yes,yes,no,no,no,no,12,9,25,9.94,yes,10.25,yes,no,no,no,no,no,6.175867,9,no,no,34.0,131.0,yes,yes,7
yes,yes,yes,yes,yes,no,11,9,24,6.0,no,12.0,no,yes,no,no,no,no,5.459586,6,yes,no,27.0,65.0,5,yes,7
yes,yes,yes,yes,yes,no,12,12,31,11.0,no,9.0,no,yes,no,no,no,no,6.551080000000001,7,no,no,,105.0,yes,yes,13
yes,yes,yes,yes,yes,no,18,15,30,12.0,no,16.0,no,yes,no,no,no,no,6.9334229999999994,2,no,no,48.0,117.0,5,yes,6
yes,yes,no,yes,no,yes,12,12,32,9.94,yes,6.0,yes,yes,no,no,no,no,6.517671,9,no,no,36.0,104.0,5,yes,14
no,no,no,no,no,no,10,10,25,2.0,no,8.0,no,yes,no,no,yes,yes,5.298317,8,yes,no,17.0,75.0,yes,no,9
yes,yes,yes,yes,no,yes,12,8,25,8.0,no,9.0,no,yes,no,no,no,no,6.052089,8,no,no,20.0,,yes,yes,7
